protein,X2018_MARCH_5_UWPRQE_HATCHMICRO_01_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_03_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_04_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_05_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_06_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_07_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_08_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_09_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_10_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_11_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_12_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_13_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_14_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_15_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_16_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_17_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_18_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_19_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_20_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_21_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_22_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_23_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_24_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_25_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_26_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_27_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_28_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_29_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_30_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_31_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_32_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_33_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_34_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_35_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_36_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_37_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_38_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_39_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_40_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_41_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_42_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_43_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_44_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_45_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_46_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_47_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_48_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_49_NUMSPECSTOT,protein length,uniprot annotation,blastp e-value
gene_1136088|GeneMark.hmm|514_aa|+|3825|5369,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,1,0,0,2,0,2,3,2,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,514,Q21DK6.1,0
gene_1137241|GeneMark.hmm|206_aa|+|5018|5638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,206,Q2S936.1,2.48E-116
gene_1140784|GeneMark.hmm|114_aa|+|424|768,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,114,Q9I8F9.1,4.74E-47
gene_1141797|GeneMark.hmm|513_aa|+|377|1918,0,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,2,0,2,4,3,0,0,3,1,0,0,0,2,0,0,0,0,0,1,0,513,Q1GXM8.1,0
gene_1144908|GeneMark.hmm|330_aa|-|15088|16080,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,330,A0M573.1,0
gene_1144938|GeneMark.hmm|1077_aa|+|31986|35219,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1077,Q8A1G1.1,5.54E-09
gene_1144938|GeneMark.hmm|1077_aa|+|31986|35219,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1077,Q8A1G1.1,3.89E-33
gene_1146593|GeneMark.hmm|338_aa|+|221|1237,0,1,1,5,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,0,1,0,0,2,0,1,0,0,2,2,0,338,P0AFM2.1,1.86E-10
gene_1148783|GeneMark.hmm|217_aa|-|790|1443,0,2,1,3,1,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,2,0,0,1,0,1,3,2,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,217,P55659.1,1.61E-25
gene_1153281|GeneMark.hmm|246_aa|+|16609|17349,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,246,B3QPN8.1,9.67E-114
gene_1153651|GeneMark.hmm|194_aa|-|102|686,0,0,9,8,4,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,1,0,5,4,5,0,0,1,5,0,0,0,2,0,2,0,0,1,0,0,194,Q556J0.1,3.93E-92
gene_1156550|GeneMark.hmm|108_aa|-|2|325,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0,1,2,2,0,0,1,2,0,0,0,2,0,3,0,0,1,0,0,108,P73392.1,1.75E-12
gene_1156741|GeneMark.hmm|90_aa|+|1|273,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,2,2,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,90,Q8IT98.1,1.20E-43
gene_1161591|GeneMark.hmm|372_aa|+|73|1191,0,1,1,1,2,0,1,1,1,1,2,1,2,2,1,1,1,1,0,1,2,0,1,2,3,2,2,0,2,0,1,2,2,0,1,2,1,1,1,1,1,0,2,0,2,2,2,1,372,NA,NA
gene_1165098|GeneMark.hmm|704_aa|+|65364|67478,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,704,Q01877.1,0
gene_116606|GeneMark.hmm|125_aa|+|4361|4735,0,2,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,2,2,3,1,0,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,1,2,2,2,0,125,Q8A1G1.1,6.46E-17
gene_1166581|GeneMark.hmm|171_aa|-|2|514,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,171,Q6CZ31.1,1.35E-33
gene_1171585|GeneMark.hmm|534_aa|-|2|1603,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,534,Q8A1G1.1,3.61E-43
gene_1172114|GeneMark.hmm|426_aa|-|8741|10021,0,2,0,0,0,0,1,0,4,1,0,2,0,0,0,0,0,2,0,0,1,0,0,5,4,1,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,5,4,5,0,426,Q9Z3R5.2,7.26E-76
gene_1174268|GeneMark.hmm|141_aa|-|2|424,0,2,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,2,2,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,2,0,141,Q9AFF7.2,1.40E-44
gene_1179092|GeneMark.hmm|364_aa|+|22131|23225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,364,Q9I6J0.1,2.99E-133
gene_1188542|GeneMark.hmm|517_aa|+|14567|16120,0,2,0,0,0,0,1,0,3,3,2,3,1,1,2,1,1,1,0,1,2,0,3,2,2,1,1,0,1,0,1,1,1,0,2,0,0,2,1,0,1,0,1,1,3,4,2,1,517,A7U6F0.1,0
gene_1188952|GeneMark.hmm|251_aa|+|1|756,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,251,B4RS81.1,1.96E-162
gene_118971|GeneMark.hmm|548_aa|-|95001|96647,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,548,NA,NA
gene_1190928|GeneMark.hmm|313_aa|-|4744|5685,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,313,Q9RR44.2,7.99E-07
gene_1192053|GeneMark.hmm|620_aa|-|3203|5065,1,1,2,3,3,2,2,2,1,1,1,3,0,0,1,1,1,3,2,1,0,1,1,1,2,2,1,1,1,1,2,4,4,1,1,2,1,1,1,0,5,1,3,1,0,1,1,1,620,Q03685.1,0
gene_1195065|GeneMark.hmm|38_aa|+|723|839,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,38,Q8LDP4.2,4.36E-10
gene_1198807|GeneMark.hmm|99_aa|-|617|916,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,99,A6YB01.1,2.19E-30
gene_1198808|GeneMark.hmm|625_aa|-|918|2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,625,Q556J0.1,0
gene_1201260|GeneMark.hmm|653_aa|+|294|2255,1,2,3,4,7,2,4,4,2,3,2,3,0,0,2,2,1,5,3,2,0,1,2,2,3,3,2,2,3,2,6,4,5,2,1,4,3,1,1,0,4,2,8,1,1,3,3,2,653,P09189.1,0
gene_1208766|GeneMark.hmm|399_aa|+|1613|2812,0,4,0,0,2,1,3,3,8,7,6,5,4,4,8,4,5,5,3,4,7,2,6,8,5,7,5,1,3,1,3,4,2,0,4,3,4,5,2,5,4,0,1,5,8,6,7,4,399,Q8YJ23.2,1.75E-17
gene_1212667|GeneMark.hmm|91_aa|-|55|330,0,1,1,0,1,0,1,1,1,1,0,2,0,0,0,0,1,2,1,1,1,0,1,1,3,1,0,0,0,0,1,1,3,0,1,1,1,0,0,1,1,0,1,0,1,3,1,0,91,Q87E48.1,4.36E-23
gene_1213358|GeneMark.hmm|114_aa|+|79|420,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,1,0,2,1,1,1,114,P72298.1,3.63E-12
gene_1216373|GeneMark.hmm|504_aa|+|16730|18244,0,2,0,0,0,0,1,0,3,4,2,3,1,1,2,1,1,1,0,1,2,0,3,2,2,1,1,0,1,0,1,1,1,0,2,0,0,2,1,0,1,0,1,1,3,3,1,1,504,A7U6F0.1,0
gene_1217451|GeneMark.hmm|270_aa|-|1010|1822,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,270,Q9LXC9.1,2.37E-75
gene_1218355|GeneMark.hmm|423_aa|+|3|1274,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,423,B0KBA3.1,1.70E-158
gene_1219647|GeneMark.hmm|196_aa|-|3782|4372,0,8,3,5,4,1,8,2,7,6,5,5,3,3,6,4,4,4,2,2,4,3,3,8,11,5,4,0,4,1,2,5,6,1,6,3,4,5,5,6,6,0,3,2,10,6,4,5,196,Q8YSQ6.1,3.16E-16
gene_1224001|GeneMark.hmm|200_aa|-|519|1121,0,1,2,1,3,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,3,0,0,0,3,0,2,0,0,1,0,0,200,Q40301.1,4.36E-30
gene_1224291|GeneMark.hmm|255_aa|-|3863|4630,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,255,Q9F7P4.1,8.44E-92
gene_1230824|GeneMark.hmm|227_aa|-|3|683,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,227,P44619.1,9.32E-133
gene_1235642|GeneMark.hmm|447_aa|+|96880|98223,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,2,0,4,3,3,0,0,1,2,0,0,0,5,0,3,0,0,2,1,0,447,P13794.1,1.55E-30
gene_1237952|GeneMark.hmm|1402_aa|+|28|4236,3,2,1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,2,0,4,0,0,0,2,3,0,0,2,1,0,0,0,0,3,0,0,0,2,1,0,1402,B3PK31.2,0
gene_1238875|GeneMark.hmm|332_aa|-|779|1777,0,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,332,Q5SK82.1,6.74E-40
gene_1239872|GeneMark.hmm|126_aa|-|2|379,1,4,4,6,11,0,7,3,2,2,1,4,1,2,0,1,1,7,2,3,0,2,0,5,5,1,2,0,5,2,14,8,7,2,3,3,2,0,0,0,3,0,15,0,3,4,2,2,126,P0CG83.1,5.68E-82
gene_1239872|GeneMark.hmm|126_aa|-|2|379,1,4,4,6,11,0,7,3,2,2,1,4,1,2,0,1,1,7,2,3,0,2,0,5,5,1,2,0,5,2,14,8,7,2,3,3,2,0,0,0,3,0,15,0,3,4,2,2,126,P0CG83.1,1.26E-42
gene_1239872|GeneMark.hmm|126_aa|-|2|379,1,4,4,6,11,0,7,3,2,2,1,4,1,2,0,1,1,7,2,3,0,2,0,5,5,1,2,0,5,2,14,8,7,2,3,3,2,0,0,0,3,0,15,0,3,4,2,2,126,P0CG83.1,1.08E-42
gene_1244058|GeneMark.hmm|225_aa|-|3|677,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,225,P94575.1,1.55E-26
gene_1246828|GeneMark.hmm|553_aa|+|28114|29775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,553,P45127.1,0
gene_1250685|GeneMark.hmm|90_aa|+|10358|10630,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,P02344.2,2.43E-34
gene_1253999|GeneMark.hmm|222_aa|+|1|669,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,3,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,222,NA,NA
gene_1255307|GeneMark.hmm|127_aa|-|482|865,0,2,2,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,0,1,0,0,1,2,1,1,0,1,1,1,2,2,0,0,2,1,1,1,1,1,1,2,1,0,1,1,1,127,P04735.2,2.55E-62
gene_1255490|GeneMark.hmm|716_aa|-|3|2150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,P61159.2,1.46E-86
gene_1257731|GeneMark.hmm|186_aa|-|241|801,0,1,0,1,0,0,2,1,4,2,0,1,0,0,1,4,0,1,0,4,1,1,2,5,2,3,2,0,0,0,1,1,2,0,1,1,1,3,2,2,1,0,0,2,6,0,4,1,186,NA,NA
gene_1260218|GeneMark.hmm|163_aa|-|707|1198,0,1,1,1,1,0,2,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,163,P43951.1,2.97E-22
gene_1260420|GeneMark.hmm|312_aa|+|2|940,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,312,O34439.2,1.29E-30
gene_1260801|GeneMark.hmm|436_aa|+|1461|2771,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,436,A1WXM7.1,0
gene_1262186|GeneMark.hmm|155_aa|-|268|735,0,5,1,3,3,0,3,1,2,1,1,1,1,2,2,2,1,5,2,2,2,1,2,3,5,3,2,1,4,2,4,4,6,1,2,2,3,2,2,2,2,1,4,2,4,5,4,1,155,P10876.1,6.24E-111
gene_1263928|GeneMark.hmm|137_aa|+|1822|2235,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,137,P11503.2,6.27E-78
gene_1263940|GeneMark.hmm|472_aa|-|2653|4071,0,2,2,2,1,0,1,1,1,1,0,1,0,0,0,0,0,2,3,0,0,0,0,1,2,1,0,0,1,0,1,2,1,1,1,1,2,1,0,1,1,0,1,1,0,2,1,0,472,Q2J6N3.1,0
gene_1263944|GeneMark.hmm|181_aa|-|6999|7544,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,181,Q4L7Y8.1,1.84E-20
gene_126428|GeneMark.hmm|489_aa|-|909|2378,0,1,2,4,2,0,1,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,1,0,3,0,0,0,2,0,4,5,3,0,0,4,2,0,0,0,3,0,2,0,0,0,1,0,489,Q9XXK1.1,0
gene_1264942|GeneMark.hmm|177_aa|+|16131|16664,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,Q9HXY5.1,2.37E-05
gene_1268849|GeneMark.hmm|329_aa|-|3441|4430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,329,P43951.1,1.85E-30
gene_1269459|GeneMark.hmm|313_aa|+|3522|4463,0,4,0,1,2,0,3,2,4,2,2,2,0,3,2,2,1,5,0,1,2,0,2,3,4,1,0,0,1,0,0,1,3,0,1,1,1,1,1,2,5,0,0,0,6,3,1,2,313,NA,NA
gene_1270902|GeneMark.hmm|426_aa|+|157629|158909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,426,A0KJU2.1,0
gene_1271439|GeneMark.hmm|1038_aa|+|220396|223512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,Q8A1G1.1,2.97E-102
gene_1271440|GeneMark.hmm|474_aa|+|223523|224947,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,NA,NA
gene_1271441|GeneMark.hmm|273_aa|+|224967|225788,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273,NA,NA
gene_1271847|GeneMark.hmm|428_aa|+|17837|19123,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,428,Q11QE1.1,0
gene_1277528|GeneMark.hmm|119_aa|-|3|359,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,NA,NA
gene_1280126|GeneMark.hmm|278_aa|+|1|837,0,3,2,3,2,0,4,4,3,2,2,1,0,1,3,0,2,4,1,2,2,0,3,2,3,4,2,0,3,1,1,4,1,1,1,2,1,2,3,5,3,0,3,1,3,5,4,3,278,Q2YJA9.1,1.23E-34
gene_1284885|GeneMark.hmm|268_aa|+|2|808,0,7,4,7,5,0,10,4,9,10,3,7,3,8,9,6,1,10,7,7,5,3,6,9,9,9,6,0,5,0,7,5,8,0,6,6,7,7,4,6,8,0,7,4,10,9,9,8,268,Q3J1R2.1,3.38E-24
gene_1285285|GeneMark.hmm|98_aa|+|314|610,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,1,2,1,0,98,P05394.2,1.18E-17
gene_1292842|GeneMark.hmm|642_aa|+|7289|9217,1,1,1,2,2,1,3,2,1,1,1,1,0,0,1,1,1,2,2,1,0,1,1,1,1,1,1,1,2,1,1,2,3,1,0,1,1,1,1,0,1,2,2,1,0,1,1,1,642,A6W2D2.1,0
gene_1295450|GeneMark.hmm|418_aa|+|4016|5272,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,418,O51891.2,0
gene_1296056|GeneMark.hmm|443_aa|+|1|1332,0,2,1,1,0,0,1,1,2,1,0,1,0,1,2,1,1,1,0,2,1,1,3,3,1,2,2,0,1,0,1,1,0,0,2,1,1,4,1,3,4,0,1,1,6,2,3,1,443,Q9X4Y1.2,5.23E-12
gene_129689|GeneMark.hmm|123_aa|+|392|763,0,3,0,1,1,0,2,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,2,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,123,NA,NA
gene_1298367|GeneMark.hmm|434_aa|-|1480|2784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,434,Q1GCN3.1,0
gene_1298509|GeneMark.hmm|215_aa|-|1|645,0,3,1,1,0,0,2,0,2,2,1,1,1,2,1,1,2,3,1,1,2,1,3,2,1,2,1,0,0,0,0,2,1,0,2,0,0,3,1,2,3,0,1,1,2,1,2,1,215,P21175.2,5.09E-13
gene_1301317|GeneMark.hmm|77_aa|+|2|235,0,2,1,1,0,0,2,2,1,1,0,0,1,1,0,0,0,2,2,0,1,2,0,1,2,1,0,0,2,0,2,1,1,0,0,2,2,0,0,0,2,0,2,1,0,2,0,0,77,P12356.1,2.13E-26
gene_1306771|GeneMark.hmm|553_aa|-|1143|2804,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,1,1,0,0,0,2,0,2,0,1,0,0,0,553,Q4P331.1,0
gene_1309636|GeneMark.hmm|138_aa|-|8105|8521,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,4,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,138,O34439.2,1.04E-09
gene_1310474|GeneMark.hmm|389_aa|-|3|1169,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,389,P52156.1,0
gene_1310619|GeneMark.hmm|325_aa|-|1|978,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,325,Q60366.1,8.26E-36
gene_1310894|GeneMark.hmm|268_aa|+|1844|2650,0,1,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,3,0,1,0,1,2,1,1,268,P0AEM9.1,5.85E-19
